country,location_name,latitude,longitude,temperature_fahrenheit,cloud,precip_mm,air_quality,moon_illumination,visibility_km,visibility_miles
Namibia,Windhoek,-22.57,17.08,60.8,0,0.0,15.5,98,10.0,6.0
Turkey,Yaren,39.55,27.62,64.4,0,0.0,25.0,98,10.0,6.0
Nepal,Kathmandu,27.72,85.32,73.4,75,0.1,77.4,98,6.0,3.0
Netherlands,Amsterdam,52.37,4.89,59.0,25,0.0,6.1,98,10.0,6.0
New Zealand,Wellington,-41.3,174.78,55.4,50,0.1,1.2,98,10.0,6.0
Nicaragua,Managua,12.15,-86.27,80.6,50,0.0,13.2,98,10.0,6.0
Niger,Niamey,13.52,2.12,84.2,0,0.0,4.8,98,10.0,6.0
Nigeria,Abuja,9.18,7.18,73.4,75,1.8,13.5,98,10.0,6.0
North Korea,Pyongyang,39.02,125.75,76.8,84,0.1,9.4,98,10.0,6.0
Macedonia,Skopje,42.0,21.43,60.8,25,0.0,22.2,98,10.0,6.0
Norway,Oslo,59.92,10.75,55.4,25,0.0,2.4,98,0.0,0.0
Oman,Muscat,23.61,58.59,86.0,0,0.0,44.3,98,7.0,4.0
Pakistan,Islamabad,33.7,73.17,78.3,8,0.0,46.3,98,10.0,6.0
Palau,Adkip,7.36,134.51,87.8,75,0.0,0.8,98,21.0,13.0
Bolivia,National,-11.18,-67.08,84.2,17,0.0,19.1,98,10.0,6.0
Panama,Panama City,8.97,-79.53,84.2,50,0.0,8.6,98,10.0,6.0
Papua New Guinea,Port Moresby,-9.46,147.19,86.0,25,0.0,3.0,98,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,73.0,40,0.0,12.0,98,10.0,6.0
Peru,Lima,-12.05,-77.05,63.0,34,0.0,12.6,98,10.0,6.0
Philippines,Manila,14.6,120.98,87.8,75,28.7,2.2,98,10.0,6.0
Poland,Warsaw,52.25,21.0,64.4,75,0.0,19.1,98,9.0,5.0
Portugal,Lisbon,38.72,-9.13,66.2,25,0.0,3.6,98,10.0,6.0
Qatar,Doha,25.29,51.53,93.2,0,0.0,35.7,98,10.0,6.0
Romania,Bucharest,44.43,26.1,71.6,25,0.0,12.4,98,10.0,6.0
Russia,Moscow,55.75,37.62,57.2,100,0.0,16.4,98,9.0,5.0
Rwanda,Kigali,-1.95,30.06,64.4,50,0.0,31.5,98,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,84.2,0,0.0,3.2,98,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,82.4,75,1.0,2.7,98,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.0,89,2.0,2.5,98,9.0,5.0
Samoa,Apia,-13.83,-171.73,86.0,75,0.1,3.0,98,10.0,6.0
San Marino,San Marino,43.93,12.45,64.4,50,0.1,2.6,98,10.0,6.0
Belgium,'S-Gravenwezel,51.27,4.55,55.4,75,0.0,9.8,98,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,86.0,0,0.0,71.6,98,10.0,6.0
Senegal,Dakar,14.67,-17.44,82.0,54,0.2,4.3,98,10.0,6.0
Serbia,Belgrade,44.8,20.47,64.4,0,0.0,19.2,98,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,78.8,25,0.2,6.2,98,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,74.1,100,19.6,1.2,98,5.0,3.0
Singapore,Singapore,1.29,103.86,84.2,75,0.9,10.5,98,10.0,6.0
Slovakia,Bratislava,48.15,17.12,59.0,50,0.0,2.6,98,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,57.2,100,0.0,2.3,98,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,81.9,51,1.5,1.0,98,10.0,6.0
Somalia,Mogadishu,2.07,45.37,75.4,88,0.4,10.4,98,10.0,6.0
South Africa,Pretoria,-25.75,28.19,48.2,0,0.0,9.4,98,10.0,6.0
South Korea,Seoul,37.57,127.0,77.0,75,0.2,65.2,98,10.0,6.0
Sudan,Juba,12.15,24.45,75.2,88,0.2,8.9,98,9.0,5.0
Spain,Madrid,40.4,-3.68,64.4,0,0.0,1.4,98,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,78.8,50,4.1,2.4,98,9.0,5.0
Sudan,Khartoum,15.59,32.53,79.2,46,0.0,10.7,98,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,80.6,25,0.0,2.0,98,10.0,6.0
Sweden,Stockholm,59.33,18.05,57.2,75,0.4,5.7,98,10.0,6.0
Switzerland,Bern,46.92,7.47,50.0,100,0.0,5.9,98,10.0,6.0
Syria,Damascus,33.5,36.3,68.0,0,0.0,16.6,98,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,68.0,0,0.0,1.6,98,9.0,5.0
Tanzania,Dodoma,-6.18,35.75,64.4,25,0.0,3.3,98,10.0,6.0
Thailand,Bangkok,13.75,100.52,87.8,25,0.0,16.0,98,10.0,6.0
Indonesia,Murong Timor,-7.56,112.27,86.2,0,0.0,22.7,98,10.0,6.0
Bulgaria,Lom,43.81,23.24,64.0,84,0.3,5.7,98,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,78.8,75,0.1,2.0,98,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,77.0,25,0.0,0.7,98,10.0,6.0
Tunisia,Tunis,36.8,10.18,71.6,50,0.0,5.2,98,10.0,6.0
Turkey,Ankara,39.93,32.86,64.4,0,0.0,13.0,98,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,75.2,100,0.0,9.0,98,10.0,6.0
Tuvalu,Funafuti,-8.52,179.22,83.7,64,0.1,1.7,98,10.0,6.0
Uganda,Kampala,0.32,32.57,69.8,50,0.0,33.7,98,10.0,6.0
Ukraine,Lviv,49.83,24.0,63.1,70,0.9,4.1,98,10.0,6.0
United Arab Emirates,Abu Dhabi,24.47,54.37,89.6,0,0.0,32.9,98,10.0,6.0
United Kingdom,London,51.52,-0.11,51.8,50,0.0,3.4,98,10.0,6.0
United States of America,Washington Park,46.6,-120.49,72.0,100,0.0,0.6,98,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,48.2,0,0.0,3.3,98,7.0,4.0
Uzbekistan,Tashkent,41.32,69.25,71.6,25,0.0,6.3,98,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,75.2,75,3.0,2.7,98,1.0,0.0
Venezuela,Caracas,10.5,-66.92,87.8,75,0.0,8.5,98,10.0,6.0
Vietnam,Hanoi,21.03,105.85,87.8,0,0.0,35.0,98,10.0,6.0
Yemen,Sanaa,15.35,44.21,65.8,43,0.0,26.9,98,10.0,6.0
Zambia,Lusaka,-15.42,28.28,54.5,3,0.0,7.3,98,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,46.6,4,0.0,6.6,98,10.0,6.0
Afghanistan,Kabul,34.52,69.18,64.6,0,0.0,7.7,98,10.0,6.0
Albania,Tirana,41.33,19.82,68.0,75,4.5,4.2,98,10.0,6.0
Algeria,Algiers,36.76,3.05,73.4,25,0.0,1.9,98,10.0,6.0
Andorra,Andorra La Vella,42.5,1.52,41.2,46,0.0,1.0,98,2.0,1.0
Angola,Luanda,-8.84,13.23,71.6,75,0.1,8.9,98,8.0,4.0
Antigua and Barbuda,Saint John's,17.12,-61.85,84.2,50,0.1,4.5,98,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,60.8,0,0.0,10.8,98,10.0,6.0
Armenia,Yerevan,40.18,44.51,69.8,0,0.0,1.6,98,10.0,6.0
Australia,Canberra,-35.28,149.22,46.4,75,0.0,1.1,98,10.0,6.0
Austria,Vienna,48.2,16.37,62.6,0,0.0,2.4,98,10.0,6.0
Azerbaijan,Baku,40.4,49.88,72.5,18,0.0,1.9,98,10.0,6.0
Bahamas,Nassau,25.08,-77.35,87.8,75,0.0,2.5,98,10.0,6.0
Bahrain,Manama,26.24,50.58,93.2,0,0.0,40.8,98,10.0,6.0
Bangladesh,Dhaka,23.72,90.41,85.3,28,0.0,82.6,98,10.0,6.0
Barbados,Bridgetown,13.1,-59.62,82.4,50,0.0,5.8,98,10.0,6.0
Belarus,Minsk,53.9,27.57,64.4,37,2.4,7.0,98,10.0,6.0
Belgium,Brussels,50.83,4.33,51.8,0,0.0,5.9,98,10.0,6.0
Belize,Belmopan,17.25,-88.77,84.2,25,0.1,1.6,98,10.0,6.0
Benin,Porto-Novo,6.48,2.62,78.8,50,2.2,10.9,98,10.0,6.0
Bhutan,Thimphu,27.48,89.6,51.6,68,0.0,10.0,98,2.0,1.0
Bolivia,Sucre,-19.04,-65.26,67.1,0,0.0,4.7,98,10.0,6.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,55.4,0,0.0,1.4,98,10.0,6.0
Botswana,Gaborone,-24.65,25.91,50.0,0,0.0,26.5,98,10.0,6.0
Brazil,Bras,-2.08,-58.17,90.1,15,0.0,2.0,98,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,78.8,75,0.0,1.9,98,10.0,6.0
Bulgaria,Sofia,42.68,23.32,60.8,25,0.0,6.5,98,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,75.4,79,1.1,43.6,98,9.0,5.0
Burundi,Bujumbura,-3.38,29.36,72.7,6,0.0,43.5,98,10.0,6.0
Madagascar,Ivory,-24.37,46.45,60.4,0,0.0,1.1,98,10.0,6.0
Cape Verde,Praia,14.93,-23.51,80.6,75,0.0,9.8,98,10.0,6.0
Cambodia,Phnom Penh,11.55,104.92,82.4,75,0.0,2.8,98,10.0,6.0
Cameroon,Bafoussam,5.47,10.42,62.8,61,2.8,4.5,98,7.0,4.0
Canada,Ottawa,45.42,-75.7,60.8,75,0.0,0.5,98,24.0,14.0
Central African Republic,Bangui,4.37,18.58,77.0,0,0.3,7.6,98,10.0,6.0
Chad,N'djamena,12.11,15.05,80.6,0,0.1,20.4,98,10.0,6.0
Chile,Santiago,-33.45,-70.67,57.2,0,0.0,180.3,98,10.0,6.0
China,Beijing,39.93,116.39,69.8,0,0.2,142.2,98,10.0,6.0
Bulgaria,Bogot,43.32,24.7,68.4,13,0.0,9.8,98,10.0,6.0
Comoros,Moroni,-11.7,43.24,69.4,2,0.0,2.5,98,10.0,6.0
Congo,Brazzaville,-4.26,15.28,80.8,8,0.0,17.6,98,10.0,6.0
Costa Rica,San Juan,9.97,-84.08,77.0,75,0.3,20.7,98,10.0,6.0
Croatia,Zagreb,45.8,16.0,62.6,75,0.0,4.1,98,10.0,6.0
Cuba,Havana,23.13,-82.36,87.8,50,0.0,5.4,98,9.0,5.0
Cyprus,Nicosia,35.17,33.37,77.0,0,0.0,26.9,98,10.0,6.0
Czech Republic,Prague,50.08,14.47,57.2,25,0.0,6.1,98,10.0,6.0
Democratic Republic of Congo,Kinshasa,-4.3,15.3,79.9,8,0.0,17.6,98,10.0,6.0
Denmark,Copenhagen,55.67,12.58,57.2,0,0.0,5.2,98,10.0,6.0
Djibouti,Djibouti,11.6,43.15,90.5,10,0.0,13.8,98,10.0,6.0
Dominica,Roseau,15.3,-61.4,78.8,50,0.1,4.3,98,10.0,6.0
Dominican Republic,Santo Domingo,18.47,-69.9,84.2,50,0.0,10.4,98,10.0,6.0
Ecuador,Quito,-0.22,-78.5,63.5,85,0.1,31.7,98,10.0,6.0
Egypt,Cairo,30.05,31.25,82.4,0,0.0,36.5,98,10.0,6.0
El Salvador,San Salvador,13.71,-89.2,86.0,25,0.7,18.7,98,10.0,6.0
Equatorial Guinea,Malabo,3.75,8.78,76.3,48,0.0,1.0,98,10.0,6.0
Eritrea,Asmara,15.33,38.93,64.0,74,0.1,32.5,98,10.0,6.0
Estonia,Tallinn,59.43,24.73,64.4,75,0.0,7.9,98,10.0,6.0
Swaziland,Mbabane,-26.32,31.13,50.9,0,0.0,23.6,98,10.0,6.0
Ethiopia,Addis Ababa,9.03,38.7,55.4,75,0.1,161.0,98,10.0,6.0
Fiji Islands,Suva,-18.13,178.42,78.8,75,0.1,4.1,98,10.0,6.0
Finland,Helsinki,60.18,24.93,64.4,100,0.0,6.9,98,7.0,4.0
France,Paris,48.87,2.33,57.2,100,0.0,7.0,98,10.0,6.0
Gabon,Libreville,0.38,9.45,77.0,50,0.2,7.1,98,10.0,6.0
Gambia,Banjul,13.45,-16.58,77.0,75,1.0,1.2,98,10.0,6.0
Georgia,Tbilisi,41.73,44.79,66.2,0,0.0,2.9,98,10.0,6.0
Germany,Berlin,52.52,13.4,57.2,0,0.3,7.0,98,10.0,6.0
Ghana,Accra,5.55,-0.22,78.8,100,0.5,10.2,98,10.0,6.0
Greece,Athens,37.98,23.72,78.8,0,0.0,8.3,98,10.0,6.0
Grenada,Saint George's,12.05,-61.75,84.2,25,0.1,2.5,98,10.0,6.0
Guatemala,Guatemala City,14.62,-90.53,77.0,25,1.0,133.9,98,10.0,6.0
Guinea,Conakry,9.51,-13.71,80.6,50,0.0,1.5,98,10.0,6.0
Guinea-Bissau,Bissau,11.85,-15.58,77.0,50,0.2,2.4,98,6.0,3.0
Guyana,Georgetown,6.8,-58.17,82.4,25,0.0,1.4,98,10.0,6.0
Haiti,Port-Au-Prince,18.54,-72.34,81.9,100,0.0,4.6,98,10.0,6.0
Vatican City,Vatican City,41.9,12.45,68.0,25,0.1,14.1,98,10.0,6.0
Honduras,Tegucigalpa,14.1,-87.22,84.2,25,1.5,15.8,98,10.0,6.0
Hungary,Budapest,47.5,19.08,59.0,0,0.8,23.7,98,10.0,6.0
Iceland,Hella,63.83,-20.4,50.4,100,0.0,0.5,98,10.0,6.0
India,New Delhi,28.6,77.2,84.2,25,0.0,47.4,98,3.5,2.0
Indonesia,Jakarta,-6.21,106.85,75.2,25,0.0,347.0,98,4.0,2.0
Iran,Tehran,35.73,51.33,73.4,50,0.0,10.0,98,8.0,4.0
Iraq,Baghdad,33.34,44.39,87.8,0,0.0,17.7,98,10.0,6.0
Ireland,Dublin,53.33,-6.25,55.4,75,0.0,2.2,98,10.0,6.0
Israel,Jerusalem,31.78,35.23,77.0,0,0.0,19.4,98,10.0,6.0
Italy,Rome,41.9,12.48,68.0,25,0.0,14.1,98,10.0,6.0
Jamaica,Norman Gardens,17.97,-76.75,89.6,25,0.0,4.0,98,10.0,6.0
Japan,Tokyo,35.69,139.69,86.0,25,0.0,13.3,98,10.0,6.0
Jordan,Amman,31.95,35.93,75.2,0,0.0,15.4,98,6.0,3.0
Kazakhstan,Astana,51.18,71.43,46.4,0,0.0,1.0,98,10.0,6.0
Kenya,Nairobi,-1.28,36.82,62.6,75,0.0,6.5,98,10.0,6.0
Kiribati,Tarawa,-0.88,169.53,84.4,75,0.2,1.3,98,9.0,5.0
Kuwait,Kuwait City,29.37,47.96,94.5,0,0.0,26.2,98,10.0,6.0
Kyrghyzstan,Bishkek,42.87,74.6,59.9,94,0.0,4.4,98,10.0,6.0
Indonesia,Laos,-8.18,114.32,69.1,46,0.0,19.8,98,10.0,6.0
Latvia,Riga,56.95,24.1,66.2,100,0.0,5.1,98,10.0,6.0
Lebanon,Beirut,33.87,35.51,80.6,75,0.0,20.6,98,6.0,3.0
Lesotho,Maseru,-29.32,27.48,51.1,0,0.0,55.2,98,10.0,6.0
Liberia,Monrovia,6.31,-10.8,78.8,75,0.3,2.2,98,10.0,6.0
Thailand,Nan,18.78,100.78,77.0,75,0.2,3.0,98,10.0,6.0
Liechtenstein,Vaduz,47.13,9.52,60.8,75,0.5,2.8,98,10.0,6.0
Lithuania,Vilnius,54.68,25.32,66.2,100,0.0,8.4,98,10.0,6.0
Luxembourg,Luxembourg,49.61,6.13,50.0,0,0.0,4.3,98,10.0,6.0
Madagascar,Antananarivo,-18.92,47.52,55.4,75,0.0,2.6,98,10.0,6.0
Malawi,Lilongwe,-13.98,33.78,55.4,0,0.0,7.7,98,10.0,6.0
Malaysia,Kuala Lumpur,3.17,101.7,78.8,25,0.4,88.8,98,9.0,5.0
Maldives,Farukolhufunadhoo,6.15,73.27,78.8,84,2.0,1.1,98,10.0,6.0
Mali,Bamako,12.65,-8.0,78.8,25,0.0,11.7,98,10.0,6.0
Malta,Valletta,35.9,14.51,75.2,25,0.0,5.6,98,10.0,6.0
Marshall Islands,Majuro,7.1,171.38,87.8,75,0.3,0.7,98,24.0,14.0
Mauritania,Nouakchott,18.09,-15.98,79.3,88,0.2,2.0,98,10.0,6.0
Mauritius,Port Louis,-20.16,57.5,69.8,25,0.0,3.2,98,10.0,6.0
Mexico,Mexico City,19.43,-99.13,75.2,75,0.0,19.6,98,13.0,8.0
Micronesia,Palikir,6.92,158.15,84.2,100,0.4,0.5,98,24.0,14.0
Russia,Chi-Chi-Erh,51.7,94.45,67.5,48,0.0,3.9,98,10.0,6.0
Monaco,Monaco,43.73,7.42,68.0,0,0.0,7.5,98,10.0,6.0
Mongolia,Ulaanbaatar,47.92,106.92,50.0,25,0.0,4.7,98,10.0,6.0
Montenegro,Podgorica,42.44,19.26,66.2,75,3.1,5.2,98,10.0,6.0
Morocco,Rabat,34.03,-6.84,64.4,75,0.0,9.0,98,5.0,3.0
Mozambique,Maputo,-25.97,32.59,62.6,0,0.0,3.7,98,10.0,6.0
Myanmar,Pathein,16.78,94.73,77.9,60,0.0,12.9,98,10.0,6.0
Namibia,Windhoek,-22.57,17.08,60.8,0,0.0,26.3,98,10.0,6.0
Turkey,Yaren,39.55,27.62,73.4,0,0.0,35.7,98,10.0,6.0
Nepal,Kathmandu,27.72,85.32,71.6,75,0.5,79.2,98,7.0,4.0
Netherlands,Amsterdam,52.37,4.89,55.4,25,0.4,3.3,98,10.0,6.0
New Zealand,Wellington,-41.3,174.78,57.2,75,0.0,0.5,98,10.0,6.0
Nicaragua,Managua,12.15,-86.27,93.2,25,0.0,11.6,98,10.0,6.0
Niger,Niamey,13.52,2.12,75.2,0,0.0,6.9,98,10.0,6.0
Nigeria,Abuja,9.18,7.18,75.2,25,1.3,8.4,98,10.0,6.0
North Korea,Pyongyang,39.02,125.75,68.2,31,0.0,36.2,98,10.0,6.0
Macedonia,Skopje,42.0,21.43,66.2,25,0.0,2.5,98,10.0,6.0
Norway,Oslo,59.92,10.75,55.4,75,0.0,12.3,98,10.0,6.0
Oman,Muscat,23.61,58.59,84.2,25,0.0,32.4,98,8.0,4.0
Pakistan,Islamabad,33.7,73.17,78.3,11,0.0,51.5,98,10.0,6.0
Palau,Adkip,7.36,134.51,84.2,75,0.0,1.1,98,21.0,13.0
Bolivia,National,-11.18,-67.08,88.0,15,0.0,20.0,98,10.0,6.0
Panama,Panama City,8.97,-79.53,86.0,50,0.9,11.9,98,10.0,6.0
Papua New Guinea,Port Moresby,-9.46,147.19,80.6,0,0.0,2.8,98,10.0,6.0
Paraguay,Carreria,-21.55,-58.12,84.6,23,0.0,10.4,98,10.0,6.0
Peru,Lima,-12.05,-77.05,65.7,51,0.0,14.0,98,10.0,6.0
Philippines,Manila,14.6,120.98,77.0,100,1.6,3.0,98,6.0,3.0
Poland,Warsaw,52.25,21.0,60.8,75,0.0,4.1,98,10.0,6.0
Portugal,Lisbon,38.72,-9.13,66.2,25,0.0,3.3,98,10.0,6.0
Qatar,Doha,25.29,51.53,93.2,0,0.0,40.5,98,10.0,6.0
Romania,Bucharest,44.43,26.1,68.0,50,0.4,12.8,98,10.0,6.0
Russia,Moscow,55.75,37.62,55.4,0,0.0,27.7,98,10.0,6.0
Rwanda,Kigali,-1.95,30.06,68.0,25,0.0,38.2,98,10.0,6.0
Saint Kitts and Nevis,Basseterre,17.3,-62.72,84.2,25,0.1,4.4,98,10.0,6.0
Saint Lucia,Castries,14.0,-61.0,82.4,50,0.0,4.4,98,10.0,6.0
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,84.0,79,0.1,2.0,98,10.0,6.0
Samoa,Apia,-13.83,-171.73,84.2,75,0.0,3.7,98,10.0,6.0
San Marino,San Marino,43.93,12.45,62.6,0,0.0,2.9,98,10.0,6.0
Belgium,'S-Gravenwezel,51.27,4.55,51.8,0,1.9,7.0,98,10.0,6.0
Saudi Arabia,Riyadh,24.64,46.77,87.8,0,0.0,42.2,98,10.0,6.0
Senegal,Dakar,14.67,-17.44,80.6,25,1.0,1.1,98,10.0,6.0
Serbia,Belgrade,44.8,20.47,60.8,0,0.4,5.7,98,10.0,6.0
Seychelles Islands,Victoria,-4.62,55.45,78.8,50,0.0,10.0,98,10.0,6.0
Sierra Leone,Freetown,8.49,-13.23,80.6,50,0.0,3.4,98,10.0,6.0
Singapore,Singapore,1.29,103.86,82.4,75,0.0,10.9,98,10.0,6.0
Slovakia,Bratislava,48.15,17.12,59.0,0,0.0,3.5,98,10.0,6.0
Slovenia,Ljubljana,46.06,14.51,57.2,75,6.0,5.9,98,10.0,6.0
Solomon Islands,Honiara,-9.43,159.95,82.4,75,0.7,1.5,98,10.0,6.0
Somalia,Mogadishu,2.07,45.37,75.6,48,0.0,7.1,98,10.0,6.0
South Africa,Pretoria,-25.75,28.19,55.4,0,0.0,40.8,98,10.0,6.0
South Korea,Seoul,37.57,127.0,71.6,75,0.1,62.2,98,7.0,4.0
Sudan,Juba,12.15,24.45,69.6,62,1.0,3.7,98,10.0,6.0
Spain,Madrid,40.4,-3.68,69.8,0,0.0,0.9,98,10.0,6.0
Sri Lanka,Colombo,6.93,79.85,78.8,50,0.0,2.4,98,9.0,5.0
Sudan,Khartoum,15.59,32.53,83.7,30,0.0,18.4,98,10.0,6.0
Suriname,Paramaribo,5.83,-55.17,84.2,25,0.1,1.2,98,10.0,6.0
Sweden,Stockholm,59.33,18.05,51.8,0,0.0,5.7,98,10.0,6.0
Switzerland,Bern,46.92,7.47,55.4,100,0.0,6.4,98,10.0,6.0
Syria,Damascus,33.5,36.3,73.4,0,0.0,15.3,98,10.0,6.0
Tajikistan,Dushanbe,38.56,68.77,75.2,50,0.0,5.1,98,10.0,6.0
Tanzania,Dodoma,-6.18,35.75,66.0,8,0.0,2.0,98,10.0,6.0
Thailand,Bangkok,13.75,100.52,80.6,50,0.1,21.9,98,7.0,4.0
Indonesia,Murong Timor,-7.56,112.27,69.4,5,0.0,17.6,98,10.0,6.0
Bulgaria,Lom,43.81,23.24,73.0,45,0.0,10.1,98,10.0,6.0
Tonga,Nuku`Aloia,-21.13,-175.2,78.8,50,0.0,2.6,98,10.0,6.0
Trinidad and Tobago,Port Of Spain,10.65,-61.52,84.2,25,0.0,0.6,98,10.0,6.0
Tunisia,Tunis,36.8,10.18,75.2,25,0.5,4.9,98,10.0,6.0
Turkey,Ankara,39.93,32.86,69.8,0,0.0,25.2,98,10.0,6.0
Turkmenistan,Ashgabat,37.95,58.38,66.2,0,0.0,11.2,98,10.0,6.0
Tuvalu,Funafuti,-8.52,179.22,91.4,75,0.1,2.3,98,10.0,6.0
Uganda,Kampala,0.32,32.57,68.0,25,0.0,30.0,98,10.0,6.0
Ukraine,Lviv,49.83,24.0,60.4,81,9.7,7.5,98,6.0,3.0
United Arab Emirates,Abu Dhabi,24.47,54.37,91.4,0,0.0,55.2,98,10.0,6.0
United Kingdom,London,51.52,-0.11,55.4,100,0.0,3.0,98,10.0,6.0
United States of America,Washington Park,46.6,-120.49,80.1,0,0.0,0.5,98,16.0,9.0
Uruguay,Montevideo,-34.86,-56.17,59.0,0,0.0,10.0,98,10.0,6.0
Uzbekistan,Tashkent,41.32,69.25,66.2,37,0.1,5.0,98,10.0,6.0
Vanuatu,Port Vila,-17.73,168.32,82.4,75,1.3,1.2,98,10.0,6.0
Venezuela,Caracas,10.5,-66.92,86.0,50,0.1,13.3,98,10.0,6.0
Vietnam,Hanoi,21.03,105.85,77.0,0,0.0,81.5,98,10.0,6.0
Yemen,Sanaa,15.35,44.21,64.0,47,0.0,36.9,98,9.0,5.0
Zambia,Lusaka,-15.42,28.28,59.2,0,0.0,11.6,98,10.0,6.0
Zimbabwe,Harare,-17.82,31.04,52.2,18,0.0,14.3,98,10.0,6.0
Afghanistan,Kabul,34.52,69.18,66.6,5,0.0,20.9,100,10.0,6.0
Albania,Tirana,41.33,19.82,62.6,0,0.0,4.4,100,10.0,6.0
Algeria,Algiers,36.76,3.05,71.6,25,0.0,3.6,100,10.0,6.0
Andorra,Andorra La Vella,42.5,1.52,46.6,17,0.0,2.0,100,10.0,6.0
Angola,Luanda,-8.84,13.23,69.8,25,0.0,7.3,100,10.0,6.0
Antigua and Barbuda,Saint John's,17.12,-61.85,84.2,25,0.0,3.5,100,10.0,6.0
Argentina,Buenos Aires,-34.59,-58.67,53.6,0,0.0,1.9,100,10.0,6.0
Armenia,Yerevan,40.18,44.51,75.2,0,0.0,3.2,100,10.0,6.0
Australia,Canberra,-35.28,149.22,51.8,0,0.0,2.2,100,10.0,6.0
Austria,Vienna,48.2,16.37,60.8,0,0.1,3.6,100,10.0,6.0
Azerbaijan,Baku,40.4,49.88,73.4,25,0.0,6.9,100,10.0,6.0
Bahamas,Nassau,25.08,-77.35,87.8,50,0.0,3.3,100,10.0,6.0
Bahrain,Manama,26.24,50.58,93.2,0,0.0,27.7,100,10.0,6.0
Bangladesh,Dhaka,23.72,90.41,82.8,80,0.1,88.1,100,10.0,6.0
Barbados,Bridgetown,13.1,-59.62,82.4,25,0.0,2.7,100,10.0,6.0
Belarus,Minsk,53.9,27.57,55.4,25,0.0,3.0,100,7.0,4.0
Belgium,Brussels,50.83,4.33,57.2,75,0.9,2.9,100,10.0,6.0
Belize,Belmopan,17.25,-88.77,86.0,25,0.3,2.3,100,10.0,6.0
Benin,Porto-Novo,6.48,2.62,78.8,25,0.1,8.8,100,10.0,6.0
Bhutan,Thimphu,27.48,89.6,54.1,71,0.0,14.8,100,10.0,6.0
Bolivia,Sucre,-19.04,-65.26,51.4,88,5.6,3.1,100,8.0,4.0
Bosnia and Herzegovina,Sarajevo,43.85,18.38,60.8,75,0.0,7.9,100,7.0,4.0
Botswana,Gaborone,-24.65,25.91,53.6,0,0.0,11.1,100,10.0,6.0
Brazil,Bras,-2.08,-58.17,90.7,24,0.0,2.1,100,10.0,6.0
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,82.4,75,0.2,6.0,100,10.0,6.0
Bulgaria,Sofia,42.68,23.32,55.4,50,0.0,2.9,100,10.0,6.0
Burkina Faso,Ouagadougou,12.37,-1.52,81.1,5,0.0,10.7,100,10.0,6.0
Burundi,Bujumbura,-3.38,29.36,67.5,18,0.0,35.1,100,10.0,6.0
Madagascar,Ivory,-24.37,46.45,65.7,2,0.0,1.2,100,10.0,6.0
Cape Verde,Praia,14.93,-23.51,82.4,50,0.5,2.1,100,10.0,6.0
Cambodia,Phnom Penh,11.55,104.92,80.6,75,0.1,2.5,100,10.0,6.0
Cameroon,Bafoussam,5.47,10.42,65.3,61,0.6,28.1,100,10.0,6.0
Canada,Ottawa,45.42,-75.7,68.0,25,0.0,0.6,100,24.0,14.0
Central African Republic,Bangui,4.37,18.58,69.6,70,0.6,7.6,100,2.0,1.0
Chad,N'djamena,12.11,15.05,82.4,0,0.0,6.1,100,8.0,4.0
Chile,Santiago,-33.45,-70.67,60.8,75,0.0,141.2,100,10.0,6.0
China,Beijing,39.93,116.39,69.8,0,0.0,372.8,100,10.0,6.0
Bulgaria,Bogot,43.32,24.7,65.1,17,0.0,19.7,100,10.0,6.0
Comoros,Moroni,-11.7,43.24,75.2,25,0.0,3.7,100,10.0,6.0
Congo,Brazzaville,-4.26,15.28,79.2,17,0.0,3.3,100,10.0,6.0
Costa Rica,San Juan,9.97,-84.08,73.4,75,1.0,17.5,100,10.0,6.0
Croatia,Zagreb,45.8,16.0,57.2,0,0.0,6.5,100,10.0,6.0
Cuba,Havana,23.13,-82.36,87.8,50,0.0,10.5,100,9.0,5.0
Cyprus,Nicosia,35.17,33.37,75.2,25,0.0,20.1,100,10.0,6.0
