country,location_name,latitude,longitude,air_quality
Albania,Tirana,41.33,19.82,4.4
Algeria,Algiers,36.76,3.05,3.6
Andorra,Andorra La Vella,42.5,1.52,2
Angola,Luanda,-8.84,13.23,7.3
Antigua and Barbuda,Saint John's,17.12,-61.85,3.5
Argentina,Buenos Aires,-34.59,-58.67,1.9
Armenia,Yerevan,40.18,44.51,3.2
Australia,Canberra,-35.28,149.22,2.2
Austria,Vienna,48.2,16.37,3.6
Azerbaijan,Baku,40.4,49.88,6.9
Bahamas,Nassau,25.08,-77.35,3.3
Bahrain,Manama,26.24,50.58,27.7
Bangladesh,Dhaka,23.72,90.41,88.1
Barbados,Bridgetown,13.1,-59.62,2.7
Belarus,Minsk,53.9,27.57,3
Belgium,Brussels,50.83,4.33,2.9
Belize,Belmopan,17.25,-88.77,2.3
Benin,Porto-Novo,6.48,2.62,8.8
Bhutan,Thimphu,27.48,89.6,14.8
Bolivia,Sucre,-19.04,-65.26,3.1
Bosnia and Herzegovina,Sarajevo,43.85,18.38,7.9
Botswana,Gaborone,-24.65,25.91,11.1
Brazil,Bras,-2.08,-58.17,2.1
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,6
Bulgaria,Sofia,42.68,23.32,2.9
Burkina Faso,Ouagadougou,12.37,-1.52,10.7
Burundi,Bujumbura,-3.38,29.36,35.1
Madagascar,Ivory,-24.37,46.45,1.2
Cape Verde,Praia,14.93,-23.51,2.1
Cambodia,Phnom Penh,11.55,104.92,2.5
Cameroon,Bafoussam,5.47,10.42,28.1
Canada,Ottawa,45.42,-75.7,0.6
Central African Republic,Bangui,4.37,18.58,7.6
Chad,N'djamena,12.11,15.05,6.1
Chile,Santiago,-33.45,-70.67,141.2
China,Beijing,39.93,116.39,372.8
Bulgaria,Bogot,43.32,24.7,19.7
Comoros,Moroni,-11.7,43.24,3.7
Congo,Brazzaville,-4.26,15.28,3.3
Costa Rica,San Juan,9.97,-84.08,17.5
Croatia,Zagreb,45.8,16,6.5
Cuba,Havana,23.13,-82.36,10.5
Cyprus,Nicosia,35.17,33.37,20.1
Czech Republic,Prague,50.08,14.47,3
Democratic Republic of Congo,Kinshasa,-4.3,15.3,3.3
Denmark,Copenhagen,55.67,12.58,4.1
Djibouti,Djibouti,11.6,43.15,27.7
Dominica,Roseau,15.3,-61.4,2.3
Dominican Republic,Santo Domingo,18.47,-69.9,11.4
Ecuador,Quito,-0.22,-78.5,16.3
Egypt,Cairo,30.05,31.25,9
El Salvador,San Salvador,13.71,-89.2,23.2
Equatorial Guinea,Malabo,3.75,8.78,4.4
Eritrea,Asmara,15.33,38.93,12
Estonia,Tallinn,59.43,24.73,1.7
Swaziland,Mbabane,-26.32,31.13,25.6
Ethiopia,Addis Ababa,9.03,38.7,80.3
Fiji Islands,Suva,-18.13,178.42,4
Finland,Helsinki,60.18,24.93,2.8
France,Paris,48.87,2.33,2.4
Gabon,Libreville,0.38,9.45,6.1
Gambia,Banjul,13.45,-16.58,1
Georgia,Tbilisi,41.73,44.79,8.6
Germany,Berlin,52.52,13.4,3.6
Ghana,Accra,5.55,-0.22,15
Greece,Athens,37.98,23.72,3.7
Grenada,Saint George's,12.05,-61.75,2.4
Guatemala,Guatemala City,14.62,-90.53,14.8
Guinea,Conakry,9.51,-13.71,2
Guinea-Bissau,Bissau,11.85,-15.58,2.1
Guyana,Georgetown,6.8,-58.17,1.5
Haiti,Port-Au-Prince,18.54,-72.34,9.7
Vatican City,Vatican City,41.9,12.45,15.9
Honduras,Tegucigalpa,14.1,-87.22,2.3
Hungary,Budapest,47.5,19.08,3.5
Iceland,Hella,63.83,-20.4,0.9
India,New Delhi,28.6,77.2,23.4
Indonesia,Jakarta,-6.21,106.85,700.8
Iran,Tehran,35.73,51.33,68.6
Iraq,Baghdad,33.34,44.39,16.4
Ireland,Dublin,53.33,-6.25,2.5
Israel,Jerusalem,31.78,35.23,32.5
Italy,Rome,41.9,12.48,15.9
Jamaica,Norman Gardens,17.97,-76.75,4.9
Japan,Tokyo,35.69,139.69,15.5
Jordan,Amman,31.95,35.93,23.9
Kazakhstan,Astana,51.18,71.43,0.7
Kenya,Nairobi,-1.28,36.82,7.3
Kiribati,Tarawa,-0.88,169.53,2.1
Kuwait,Kuwait City,29.37,47.96,21.8
Kyrghyzstan,Bishkek,42.87,74.6,6.4
Indonesia,Laos,-8.18,114.32,16.1
Latvia,Riga,56.95,24.1,5.6
Lebanon,Beirut,33.87,35.51,7.7
Lesotho,Maseru,-29.32,27.48,9.3
Liberia,Monrovia,6.31,-10.8,2
Thailand,Nan,18.78,100.78,10.6
Liechtenstein,Vaduz,47.13,9.52,2.1
Lithuania,Vilnius,54.68,25.32,3.3
Luxembourg,Luxembourg,49.61,6.13,3.2
Madagascar,Antananarivo,-18.92,47.52,3.3
Malawi,Lilongwe,-13.98,33.78,16.2
Malaysia,Kuala Lumpur,3.17,101.7,115.5
Maldives,Farukolhufunadhoo,6.15,73.27,1.3
Mali,Bamako,12.65,-8,11.6
Malta,Valletta,35.9,14.51,4.9
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,4.3
Mauritius,Port Louis,-20.16,57.5,1.6
Mexico,Mexico City,19.43,-99.13,13.8
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,2.5
Monaco,Monaco,43.73,7.42,8.4
Mongolia,Ulaanbaatar,47.92,106.92,7.7
Montenegro,Podgorica,42.44,19.26,5.5
Morocco,Rabat,34.03,-6.84,9
Mozambique,Maputo,-25.97,32.59,4.1
Myanmar,Pathein,16.78,94.73,19.9
Namibia,Windhoek,-22.57,17.08,29.9
Turkey,Yaren,39.55,27.62,8.1
Nepal,Kathmandu,27.72,85.32,44.1
Netherlands,Amsterdam,52.37,4.89,5.5
New Zealand,Wellington,-41.3,174.78,0.5
Nicaragua,Managua,12.15,-86.27,5.3
Niger,Niamey,13.52,2.12,4.2
Nigeria,Abuja,9.18,7.18,11.4
North Korea,Pyongyang,39.02,125.75,57.5
Macedonia,Skopje,42,21.43,4.9
Norway,Oslo,59.92,10.75,2.8
Oman,Muscat,23.61,58.59,35.4
Pakistan,Islamabad,33.7,73.17,75.2
Palau,Adkip,7.36,134.51,2.1
Bolivia,National,-11.18,-67.08,5.4
Panama,Panama City,8.97,-79.53,12.9
Papua New Guinea,Port Moresby,-9.46,147.19,3.1
Paraguay,Carreria,-21.55,-58.12,5.9
Peru,Lima,-12.05,-77.05,11.1
Philippines,Manila,14.6,120.98,2.8
Poland,Warsaw,52.25,21,5.3
Portugal,Lisbon,38.72,-9.13,3.1
Qatar,Doha,25.29,51.53,27.6
Romania,Bucharest,44.43,26.1,9.1
Russia,Moscow,55.75,37.62,9.7
Rwanda,Kigali,-1.95,30.06,12.1
Saint Kitts and Nevis,Basseterre,17.3,-62.72,3.8
Saint Lucia,Castries,14,-61,3.5
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,5.5
Samoa,Apia,-13.83,-171.73,3.7
San Marino,San Marino,43.93,12.45,4.5
Belgium,'S-Gravenwezel,51.27,4.55,3.1
Saudi Arabia,Riyadh,24.64,46.77,34.6
Senegal,Dakar,14.67,-17.44,1.3
Serbia,Belgrade,44.8,20.47,10.8
Seychelles Islands,Victoria,-4.62,55.45,4.7
Sierra Leone,Freetown,8.49,-13.23,2.1
Singapore,Singapore,1.29,103.86,10.2
Slovakia,Bratislava,48.15,17.12,3.9
Slovenia,Ljubljana,46.06,14.51,9.6
Solomon Islands,Honiara,-9.43,159.95,1.3
Somalia,Mogadishu,2.07,45.37,9.6
South Africa,Pretoria,-25.75,28.19,18.3
South Korea,Seoul,37.57,127,45.7
Sudan,Juba,12.15,24.45,2.3
Spain,Madrid,40.4,-3.68,5.7
Sri Lanka,Colombo,6.93,79.85,2.2
Sudan,Khartoum,15.59,32.53,5.5
Suriname,Paramaribo,5.83,-55.17,1.8
Sweden,Stockholm,59.33,18.05,6.1
Switzerland,Bern,46.92,7.47,3.4
Syria,Damascus,33.5,36.3,32.6
Tajikistan,Dushanbe,38.56,68.77,10.2
Tanzania,Dodoma,-6.18,35.75,2.8
Thailand,Bangkok,13.75,100.52,39.7
Indonesia,Murong Timor,-7.56,112.27,12.7
Bulgaria,Lom,43.81,23.24,12
Tonga,Nuku`Aloia,-21.13,-175.2,2.7
Trinidad and Tobago,Port Of Spain,10.65,-61.52,1.7
Tunisia,Tunis,36.8,10.18,4.9
Turkey,Ankara,39.93,32.86,20.9
Turkmenistan,Ashgabat,37.95,58.38,17.8
Tuvalu,Funafuti,-8.52,179.22,1
Uganda,Kampala,0.32,32.57,61.6
Ukraine,Lviv,49.83,24,10
United Arab Emirates,Abu Dhabi,24.47,54.37,39.2
United Kingdom,London,51.52,-0.11,2.7
United States of America,Washington Park,46.6,-120.49,0.5
Uruguay,Montevideo,-34.86,-56.17,11.6
Uzbekistan,Tashkent,41.32,69.25,5.9
Vanuatu,Port Vila,-17.73,168.32,0.9
Venezuela,Caracas,10.5,-66.92,7.7
Vietnam,Hanoi,21.03,105.85,88.1
Yemen,Sanaa,15.35,44.21,26.7
Zambia,Lusaka,-15.42,28.28,12.6
Zimbabwe,Harare,-17.82,31.04,62.1
Afghanistan,Kabul,34.52,69.18,10.8
Albania,Tirana,41.33,19.82,8.1
Algeria,Algiers,36.76,3.05,8.8
Andorra,Andorra La Vella,42.5,1.52,1.6
Angola,Luanda,-8.84,13.23,9.1
Antigua and Barbuda,Saint John's,17.12,-61.85,1.8
Argentina,Buenos Aires,-34.59,-58.67,21.8
Armenia,Yerevan,40.18,44.51,4.2
Australia,Canberra,-35.28,149.22,1.6
Austria,Vienna,48.2,16.37,10.3
Azerbaijan,Baku,40.4,49.88,5.6
Bahamas,Nassau,25.08,-77.35,8
Bahrain,Manama,26.24,50.58,46
Bangladesh,Dhaka,23.72,90.41,86
Barbados,Bridgetown,13.1,-59.62,2.3
Belarus,Minsk,53.9,27.57,4.1
Belgium,Brussels,50.83,4.33,4.9
Belize,Belmopan,17.25,-88.77,2.1
Benin,Porto-Novo,6.48,2.62,9.5
Bhutan,Thimphu,27.48,89.6,7.2
Bolivia,Sucre,-19.04,-65.26,1.9
Bosnia and Herzegovina,Sarajevo,43.85,18.38,26.6
Botswana,Gaborone,-24.65,25.91,18.4
Brazil,Bras,-2.08,-58.17,2.5
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,1.9
Bulgaria,Sofia,42.68,23.32,9.4
Burkina Faso,Ouagadougou,12.37,-1.52,22.8
Burundi,Bujumbura,-3.38,29.36,53.3
Madagascar,Ivory,-24.37,46.45,1.2
Cape Verde,Praia,14.93,-23.51,3.3
Cambodia,Phnom Penh,11.55,104.92,1.7
Cameroon,Bafoussam,5.47,10.42,11
Canada,Ottawa,45.42,-75.7,1.9
Central African Republic,Bangui,4.37,18.58,5.1
Chad,N'djamena,12.11,15.05,14.7
Chile,Santiago,-33.45,-70.67,146.6
China,Beijing,39.93,116.39,342.2
Bulgaria,Bogot,43.32,24.7,9.6
Comoros,Moroni,-11.7,43.24,3.7
Congo,Brazzaville,-4.26,15.28,19.7
Costa Rica,San Juan,9.97,-84.08,16.5
Croatia,Zagreb,45.8,16,13.3
Cuba,Havana,23.13,-82.36,3.6
Cyprus,Nicosia,35.17,33.37,13.5
Czech Republic,Prague,50.08,14.47,11.6
Democratic Republic of Congo,Kinshasa,-4.3,15.3,19.7
Denmark,Copenhagen,55.67,12.58,8.6
Djibouti,Djibouti,11.6,43.15,23.7
Dominica,Roseau,15.3,-61.4,1.8
Dominican Republic,Santo Domingo,18.47,-69.9,8.8
Ecuador,Quito,-0.22,-78.5,31.9
Egypt,Cairo,30.05,31.25,13.7
El Salvador,San Salvador,13.71,-89.2,7.5
Equatorial Guinea,Malabo,3.75,8.78,4.4
Eritrea,Asmara,15.33,38.93,25.2
Estonia,Tallinn,59.43,24.73,5.4
Swaziland,Mbabane,-26.32,31.13,6.2
Ethiopia,Addis Ababa,9.03,38.7,222.1
Fiji Islands,Suva,-18.13,178.42,2.9
Finland,Helsinki,60.18,24.93,6.7
France,Paris,48.87,2.33,83.2
Gabon,Libreville,0.38,9.45,6.1
Gambia,Banjul,13.45,-16.58,2.4
Georgia,Tbilisi,41.73,44.79,17.2
Germany,Berlin,52.52,13.4,6.4
Ghana,Accra,5.55,-0.22,9.2
Greece,Athens,37.98,23.72,15.9
Grenada,Saint George's,12.05,-61.75,1.3
Guatemala,Guatemala City,14.62,-90.53,3.6
Guinea,Conakry,9.51,-13.71,13.6
Guinea-Bissau,Bissau,11.85,-15.58,2.5
Guyana,Georgetown,6.8,-58.17,2
Haiti,Port-Au-Prince,18.54,-72.34,12.4
Vatican City,Vatican City,41.9,12.45,26.8
Honduras,Tegucigalpa,14.1,-87.22,1.5
Hungary,Budapest,47.5,19.08,25.4
Iceland,Hella,63.83,-20.4,1.7
India,New Delhi,28.6,77.2,21.7
Indonesia,Jakarta,-6.21,106.85,563.6
Iran,Tehran,35.73,51.33,72.5
Iraq,Baghdad,33.34,44.39,18.4
Ireland,Dublin,53.33,-6.25,6.9
Israel,Jerusalem,31.78,35.23,23.9
Italy,Rome,41.9,12.48,26.8
Jamaica,Norman Gardens,17.97,-76.75,15.7
Japan,Tokyo,35.69,139.69,14
Jordan,Amman,31.95,35.93,20.5
Kazakhstan,Astana,51.18,71.43,1.7
Kenya,Nairobi,-1.28,36.82,10.7
Kiribati,Tarawa,-0.88,169.53,0.9
Kuwait,Kuwait City,29.37,47.96,22.9
Kyrghyzstan,Bishkek,42.87,74.6,9.5
Indonesia,Laos,-8.18,114.32,17.6
Latvia,Riga,56.95,24.1,1.1
Lebanon,Beirut,33.87,35.51,18.5
Lesotho,Maseru,-29.32,27.48,35.7
Liberia,Monrovia,6.31,-10.8,1.9
Thailand,Nan,18.78,100.78,12.8
Liechtenstein,Vaduz,47.13,9.52,10
Lithuania,Vilnius,54.68,25.32,2.8
Luxembourg,Luxembourg,49.61,6.13,2.9
Madagascar,Antananarivo,-18.92,47.52,6.6
Malawi,Lilongwe,-13.98,33.78,20.4
Malaysia,Kuala Lumpur,3.17,101.7,213.3
Maldives,Farukolhufunadhoo,6.15,73.27,1.6
Mali,Bamako,12.65,-8,3.8
Malta,Valletta,35.9,14.51,57.4
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,2.5
Mauritius,Port Louis,-20.16,57.5,4.8
Mexico,Mexico City,19.43,-99.13,144.9
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,1
Monaco,Monaco,43.73,7.42,12.5
Mongolia,Ulaanbaatar,47.92,106.92,1.5
Montenegro,Podgorica,42.44,19.26,6.2
Morocco,Rabat,34.03,-6.84,3.1
Mozambique,Maputo,-25.97,32.59,5.7
Myanmar,Pathein,16.78,94.73,15.4
Namibia,Windhoek,-22.57,17.08,35
Turkey,Yaren,39.55,27.62,16.5
Nepal,Kathmandu,27.72,85.32,75.2
Netherlands,Amsterdam,52.37,4.89,4.6
New Zealand,Wellington,-41.3,174.78,1.6
Nicaragua,Managua,12.15,-86.27,2.5
Niger,Niamey,13.52,2.12,9.5
Nigeria,Abuja,9.18,7.18,10.6
North Korea,Pyongyang,39.02,125.75,17.6
Macedonia,Skopje,42,21.43,15.9
Norway,Oslo,59.92,10.75,4.9
Oman,Muscat,23.61,58.59,38.2
Pakistan,Islamabad,33.7,73.17,78.5
Palau,Adkip,7.36,134.51,2.2
Bolivia,National,-11.18,-67.08,4.3
Panama,Panama City,8.97,-79.53,2.8
Papua New Guinea,Port Moresby,-9.46,147.19,2
Paraguay,Carreria,-21.55,-58.12,9.7
Peru,Lima,-12.05,-77.05,9.1
Philippines,Manila,14.6,120.98,4
Poland,Warsaw,52.25,21,10
Portugal,Lisbon,38.72,-9.13,2
Qatar,Doha,25.29,51.53,37.5
Romania,Bucharest,44.43,26.1,9.5
Russia,Moscow,55.75,37.62,13.7
Rwanda,Kigali,-1.95,30.06,38.6
Saint Kitts and Nevis,Basseterre,17.3,-62.72,2
Saint Lucia,Castries,14,-61,1.8
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,1.7
Samoa,Apia,-13.83,-171.73,3.2
San Marino,San Marino,43.93,12.45,7.4
Belgium,'S-Gravenwezel,51.27,4.55,5.5
Saudi Arabia,Riyadh,24.64,46.77,20.8
Senegal,Dakar,14.67,-17.44,1.7
Serbia,Belgrade,44.8,20.47,19.9
Seychelles Islands,Victoria,-4.62,55.45,5.2
Sierra Leone,Freetown,8.49,-13.23,3.7
Singapore,Singapore,1.29,103.86,16
Slovakia,Bratislava,48.15,17.12,6.4
Slovenia,Ljubljana,46.06,14.51,15.4
Solomon Islands,Honiara,-9.43,159.95,0.6
Somalia,Mogadishu,2.07,45.37,7.2
South Africa,Pretoria,-25.75,28.19,23.3
South Korea,Seoul,37.57,127,92.9
Sudan,Juba,12.15,24.45,1.7
Spain,Madrid,40.4,-3.68,3.4
Sri Lanka,Colombo,6.93,79.85,1.4
Sudan,Khartoum,15.59,32.53,31.7
Suriname,Paramaribo,5.83,-55.17,2.5
Sweden,Stockholm,59.33,18.05,0.9
Switzerland,Bern,46.92,7.47,15.1
Syria,Damascus,33.5,36.3,14.1
Tajikistan,Dushanbe,38.56,68.77,8.6
Tanzania,Dodoma,-6.18,35.75,2.6
Thailand,Bangkok,13.75,100.52,15.9
Indonesia,Murong Timor,-7.56,112.27,18.2
Bulgaria,Lom,43.81,23.24,8.6
Tonga,Nuku`Aloia,-21.13,-175.2,2.6
Trinidad and Tobago,Port Of Spain,10.65,-61.52,0.7
Tunisia,Tunis,36.8,10.18,6.4
Turkey,Ankara,39.93,32.86,11.7
Turkmenistan,Ashgabat,37.95,58.38,20.4
Uganda,Kampala,0.32,32.57,38.3
Ukraine,Lviv,49.83,24,5.9
United Arab Emirates,Abu Dhabi,24.47,54.37,43.8
United Kingdom,London,51.52,-0.11,8.1
United States of America,Washington Park,46.6,-120.49,18.3
Uruguay,Montevideo,-34.86,-56.17,22.9
Uzbekistan,Tashkent,41.32,69.25,8.2
Vanuatu,Port Vila,-17.73,168.32,9
Venezuela,Caracas,10.5,-66.92,6
Vietnam,Hanoi,21.03,105.85,148.5
Yemen,Sanaa,15.35,44.21,38.1
Zambia,Lusaka,-15.42,28.28,11.7
Zimbabwe,Harare,-17.82,31.04,41
Afghanistan,Kabul,34.52,69.18,12.2
Albania,Tirana,41.33,19.82,14.8
Algeria,Algiers,36.76,3.05,12.3
Andorra,Andorra La Vella,42.5,1.52,0.6
Angola,Luanda,-8.84,13.23,8.3
Antigua and Barbuda,Saint John's,17.12,-61.85,6.2
Argentina,Buenos Aires,-34.59,-58.67,5.5
Armenia,Yerevan,40.18,44.51,2.8
Australia,Canberra,-35.28,149.22,1.1
Austria,Vienna,48.2,16.37,19
Azerbaijan,Baku,40.4,49.88,7
Bahamas,Nassau,25.08,-77.35,5.7
Bahrain,Manama,26.24,50.58,34.6
Bangladesh,Dhaka,23.72,90.41,45.8
Barbados,Bridgetown,13.1,-59.62,5.9
Belarus,Minsk,53.9,27.57,5.8
Belgium,Brussels,50.83,4.33,21.2
Belize,Belmopan,17.25,-88.77,1
Benin,Porto-Novo,6.48,2.62,4.6
Bhutan,Thimphu,27.48,89.6,9.2
Bolivia,Sucre,-19.04,-65.26,2.2
Bosnia and Herzegovina,Sarajevo,43.85,18.38,9.8
Botswana,Gaborone,-24.65,25.91,6.7
Brazil,Bras,-2.08,-58.17,6.2
Brunei Darussalam,Bandar Seri Begawan,4.88,114.93,0.6
Bulgaria,Sofia,42.68,23.32,10.2
Burkina Faso,Ouagadougou,12.37,-1.52,53.2
Burundi,Bujumbura,-3.38,29.36,42.1
Madagascar,Ivory,-24.37,46.45,0.8
Cape Verde,Praia,14.93,-23.51,2.1
Cambodia,Phnom Penh,11.55,104.92,3.2
Cameroon,Bafoussam,5.47,10.42,7.8
Canada,Ottawa,45.42,-75.7,8.9
Central African Republic,Bangui,4.37,18.58,16.7
Chad,N'djamena,12.11,15.05,27
Chile,Santiago,-33.45,-70.67,98
China,Beijing,39.93,116.39,206.8
Bulgaria,Bogot,43.32,24.7,11.1
Comoros,Moroni,-11.7,43.24,2.2
Congo,Brazzaville,-4.26,15.28,6.4
Costa Rica,San Juan,9.97,-84.08,7.3
Croatia,Zagreb,45.8,16,31.2
Cuba,Havana,23.13,-82.36,7.1
Cyprus,Nicosia,35.17,33.37,15.7
Czech Republic,Prague,50.08,14.47,20.3
Democratic Republic of Congo,Kinshasa,-4.3,15.3,6.4
Denmark,Copenhagen,55.67,12.58,1.8
Djibouti,Djibouti,11.6,43.15,24.3
Dominica,Roseau,15.3,-61.4,5.1
Dominican Republic,Santo Domingo,18.47,-69.9,9.8
Ecuador,Quito,-0.22,-78.5,42.4
Egypt,Cairo,30.05,31.25,12
El Salvador,San Salvador,13.71,-89.2,12.8
Equatorial Guinea,Malabo,3.75,8.78,2.6
Eritrea,Asmara,15.33,38.93,26.5
Estonia,Tallinn,59.43,24.73,5
Swaziland,Mbabane,-26.32,31.13,18
Ethiopia,Addis Ababa,9.03,38.7,74.1
Fiji Islands,Suva,-18.13,178.42,3
Finland,Helsinki,60.18,24.93,5
France,Paris,48.87,2.33,7.3
Gabon,Libreville,0.38,9.45,7.7
Gambia,Banjul,13.45,-16.58,3.9
Georgia,Tbilisi,41.73,44.79,2.4
Germany,Berlin,52.52,13.4,9.4
Ghana,Accra,5.55,-0.22,12.1
Greece,Athens,37.98,23.72,19.9
Grenada,Saint George's,12.05,-61.75,2.1
Guatemala,Guatemala City,14.62,-90.53,6.9
Guinea,Conakry,9.51,-13.71,1.4
Guinea-Bissau,Bissau,11.85,-15.58,1.9
Guyana,Georgetown,6.8,-58.17,3.2
Haiti,Port-Au-Prince,18.54,-72.34,39.8
Vatican City,Vatican City,41.9,12.45,14.8
Honduras,Tegucigalpa,14.1,-87.22,1
Hungary,Budapest,47.5,19.08,13.9
Iceland,Hella,63.83,-20.4,4.8
India,New Delhi,28.6,77.2,13.4
Indonesia,Jakarta,-6.21,106.85,320.6
Iran,Tehran,35.73,51.33,37.1
Iraq,Baghdad,33.34,44.39,25.1
Ireland,Dublin,53.33,-6.25,3.4
Israel,Jerusalem,31.78,35.23,12.4
Italy,Rome,41.9,12.48,14.8
Jamaica,Norman Gardens,17.97,-76.75,15.1
Japan,Tokyo,35.69,139.69,10.8
Jordan,Amman,31.95,35.93,15.5
Kazakhstan,Astana,51.18,71.43,1.9
Kenya,Nairobi,-1.28,36.82,11.8
Kiribati,Tarawa,-0.88,169.53,0.7
Kuwait,Kuwait City,29.37,47.96,36
Kyrghyzstan,Bishkek,42.87,74.6,10.1
Indonesia,Laos,-8.18,114.32,15.7
Latvia,Riga,56.95,24.1,7.7
Lebanon,Beirut,33.87,35.51,12.5
Lesotho,Maseru,-29.32,27.48,21.8
Liberia,Monrovia,6.31,-10.8,5.4
Thailand,Nan,18.78,100.78,6.7
Liechtenstein,Vaduz,47.13,9.52,20.6
Lithuania,Vilnius,54.68,25.32,6
Luxembourg,Luxembourg,49.61,6.13,3.5
Madagascar,Antananarivo,-18.92,47.52,4.6
Malawi,Lilongwe,-13.98,33.78,2.7
Malaysia,Kuala Lumpur,3.17,101.7,190.3
Maldives,Farukolhufunadhoo,6.15,73.27,1.3
Mali,Bamako,12.65,-8,23
Malta,Valletta,35.9,14.51,4.6
Marshall Islands,Majuro,7.1,171.38,0.5
Mauritania,Nouakchott,18.09,-15.98,32.7
Mauritius,Port Louis,-20.16,57.5,6.3
Mexico,Mexico City,19.43,-99.13,9.2
Micronesia,Palikir,6.92,158.15,0.5
Russia,Chi-Chi-Erh,51.7,94.45,0.5
Monaco,Monaco,43.73,7.42,5.1
Mongolia,Ulaanbaatar,47.92,106.92,11.6
Montenegro,Podgorica,42.44,19.26,8
Morocco,Rabat,34.03,-6.84,0.9
Mozambique,Maputo,-25.97,32.59,9.8
Myanmar,Pathein,16.78,94.73,4.2
Namibia,Windhoek,-22.57,17.08,7.5
Turkey,Yaren,39.55,27.62,6.7
Nepal,Kathmandu,27.72,85.32,52.8
Netherlands,Amsterdam,52.37,4.89,6.2
New Zealand,Wellington,-41.3,174.78,2
Nicaragua,Managua,12.15,-86.27,1.5
Niger,Niamey,13.52,2.12,7.1
Nigeria,Abuja,9.18,7.18,3.5
North Korea,Pyongyang,39.02,125.75,47.8
Macedonia,Skopje,42,21.43,15.2
Norway,Oslo,59.92,10.75,3.5
Oman,Muscat,23.61,58.59,26.3
Pakistan,Islamabad,33.7,73.17,72.6
Palau,Adkip,7.36,134.51,3.1
Bolivia,National,-11.18,-67.08,1
Panama,Panama City,8.97,-79.53,2.7
Papua New Guinea,Port Moresby,-9.46,147.19,2.9
Paraguay,Carreria,-21.55,-58.12,1.2
Peru,Lima,-12.05,-77.05,9.8
Philippines,Manila,14.6,120.98,4.2
Poland,Warsaw,52.25,21,12.5
Portugal,Lisbon,38.72,-9.13,6.4
Qatar,Doha,25.29,51.53,79
Romania,Bucharest,44.43,26.1,16.2
Russia,Moscow,55.75,37.62,6.5
Rwanda,Kigali,-1.95,30.06,22.4
Saint Kitts and Nevis,Basseterre,17.3,-62.72,5.2
Saint Lucia,Castries,14,-61,6.2
Saint Vincent and the Grenadines,Kingstown,13.13,-61.22,4.3
Samoa,Apia,-13.83,-171.73,4.2
San Marino,San Marino,43.93,12.45,9
Belgium,'S-Gravenwezel,51.27,4.55,17.7
Saudi Arabia,Riyadh,24.64,46.77,18.6
Senegal,Dakar,14.67,-17.44,5
Serbia,Belgrade,44.8,20.47,12.6
Seychelles Islands,Victoria,-4.62,55.45,2.3
Sierra Leone,Freetown,8.49,-13.23,1.5
Singapore,Singapore,1.29,103.86,15.9
Slovakia,Bratislava,48.15,17.12,12.8
Slovenia,Ljubljana,46.06,14.51,17.2
Solomon Islands,Honiara,-9.43,159.95,2.1
Somalia,Mogadishu,2.07,45.37,3.4
South Africa,Pretoria,-25.75,28.19,13.1
South Korea,Seoul,37.57,127,65.2
Sudan,Juba,12.15,24.45,3.2
Spain,Madrid,40.4,-3.68,2.1
Sri Lanka,Colombo,6.93,79.85,2
Sudan,Khartoum,15.59,32.53,17.4
Suriname,Paramaribo,5.83,-55.17,2.1
Sweden,Stockholm,59.33,18.05,0.5
Switzerland,Bern,46.92,7.47,13.5
Syria,Damascus,33.5,36.3,13.4
Tajikistan,Dushanbe,38.56,68.77,8.8
Tanzania,Dodoma,-6.18,35.75,3.8
Thailand,Bangkok,13.75,100.52,15.8
Indonesia,Murong Timor,-7.56,112.27,16.2
Bulgaria,Lom,43.81,23.24,13.6
Tonga,Nuku`Aloia,-21.13,-175.2,2
Trinidad and Tobago,Port Of Spain,10.65,-61.52,2
Tunisia,Tunis,36.8,10.18,6.2
Turkey,Ankara,39.93,32.86,2.7
Turkmenistan,Ashgabat,37.95,58.38,17.7
Tuvalu,Funafuti,-8.52,179.22,1.4
Uganda,Kampala,0.32,32.57,23.8
Ukraine,Lviv,49.83,24,11.9
United Arab Emirates,Abu Dhabi,24.47,54.37,30.2
United Kingdom,London,51.52,-0.11,7.7
United States of America,Washington Park,46.6,-120.49,2.1
Uruguay,Montevideo,-34.86,-56.17,12.2
Uzbekistan,Tashkent,41.32,69.25,7.4
Vanuatu,Port Vila,-17.73,168.32,2
Venezuela,Caracas,10.5,-66.92,8.6
Vietnam,Hanoi,21.03,105.85,142.1
Yemen,Sanaa,15.35,44.21,50.7
Zambia,Lusaka,-15.42,28.28,8.9
Zimbabwe,Harare,-17.82,31.04,7.8
Afghanistan,Kabul,34.52,69.18,6.4
Albania,Tirana,41.33,19.82,15.5
Algeria,Algiers,36.76,3.05,144.4
